,Unnamed: 0,ID урока,Дата старта урока,Текст сообщения,Дата сообщения,Разметка,len_text,Время от начала урока,Вежливость,Технические проблемы,Хорошее объяснение материала,Плохое объяснение материала и сложность,Помощь и понимание,Реклама и спам,Оскорбления и конфликты,Опоздание
588,588,323051.0,2024-03-03 07:50:37,я ошибки заметил,2024-03-03 08:55:34,,16,64.95,0,1,0,0,0,0,0,0
589,589,323051.0,2024-03-03 07:50:37,критичны,2024-03-03 08:55:48,,8,65.18333333333334,0,0,0,1,0,0,0,0
590,590,323051.0,2024-03-03 07:50:37,нету оптимизации,2024-03-03 08:55:53,,16,65.26666666666667,0,1,0,0,0,0,0,0
591,591,323051.0,2024-03-03 07:50:37,вообще,2024-03-03 08:55:58,,6,65.35,0,0,0,1,0,0,0,0
592,592,323051.0,2024-03-03 07:50:37,сайт про игры на большое количесвто человек,2024-03-03 08:56:16,,43,65.65,0,0,0,0,1,0,0,0
593,593,323051.0,2024-03-03 07:50:37,"а те, кто не пришел, когда сдавать будут?",2024-03-03 08:56:28,,41,65.85,0,0,0,0,0,0,0,1
594,594,323051.0,2024-03-03 07:50:37,там все плохо,2024-03-03 08:57:21,,13,66.73333333333333,0,0,0,1,0,0,0,0
595,595,323051.0,2024-03-03 07:50:37,"но,когда увидел другие",2024-03-03 08:58:27,,22,67.83333333333333,1,0,0,0,0,0,0,0
596,596,323051.0,2024-03-03 07:50:37,так....слегка отвисла челюсть,2024-03-03 08:58:39,,29,68.03333333333333,0,1,0,0,0,0,0,0
597,597,323051.0,2024-03-03 07:50:37,не бойся,2024-03-03 08:58:47,,8,68.16666666666667,0,0,1,0,0,0,0,0
598,598,323051.0,2024-03-03 07:50:37,все нормально,2024-03-03 08:58:52,,13,68.25,0,0,1,0,0,0,0,0
599,599,323051.0,2024-03-03 07:50:37,"ну,не зн",2024-03-03 08:58:59,,8,68.36666666666666,0,0,0,1,0,0,0,0
600,600,323051.0,2024-03-03 07:50:37,всё хорошо будэ,2024-03-03 08:59:07,,15,68.5,0,0,0,1,0,0,0,0
601,601,323051.0,2024-03-03 07:50:37,будэээ,2024-03-03 08:59:13,,6,68.6,0,0,0,0,0,0,1,0
602,602,323051.0,2024-03-03 07:50:37,тут есть люди которые скажут про проект что то плохое?,2024-03-03 08:59:18,,54,68.68333333333334,0,0,0,1,0,0,0,0
603,603,323051.0,2024-03-03 07:50:37,что происходит,2024-03-03 08:59:52,,14,69.25,0,0,0,1,0,0,0,0
604,604,323051.0,2024-03-03 07:50:37,дп,2024-03-03 08:59:57,,2,69.33333333333333,1,0,0,0,0,0,0,0
605,605,323051.0,2024-03-03 07:50:37,Круто!,2024-03-03 09:02:35,,6,71.96666666666667,0,0,0,1,0,0,0,0
606,606,323051.0,2024-03-03 07:50:37,нажмите на кнпку,2024-03-03 09:02:50,,16,72.21666666666667,0,0,0,1,0,0,0,0
607,607,323051.0,2024-03-03 07:50:37,Он гражданский,2024-03-03 09:02:52,,14,72.25,0,0,0,1,0,0,0,0
608,608,323051.0,2024-03-03 07:50:37,Шрифт побольше бы,2024-03-03 09:04:05,,17,73.46666666666667,0,0,0,1,0,0,0,0
609,609,323051.0,2024-03-03 07:50:37,можно же потом запись посмотреть,2024-03-03 09:07:17,,32,76.66666666666667,0,0,0,1,0,0,0,0
610,610,323051.0,2024-03-03 07:50:37,Я кстати на Unity занимаюсь,2024-03-03 09:09:13,,27,78.6,0,0,0,1,0,0,0,0
611,611,323051.0,2024-03-03 07:50:37,это ходилка бродилка,2024-03-03 09:13:28,,20,82.85,0,0,0,0,0,0,1,0
612,612,323051.0,2024-03-03 07:50:37,шарик ходит,2024-03-03 09:14:52,,11,84.25,0,0,0,1,0,0,0,0
613,613,323051.0,2024-03-03 07:50:37,"он не катается,он ходит",2024-03-03 09:15:03,,23,84.43333333333334,0,0,0,1,0,0,0,0
614,614,323051.0,2024-03-03 07:50:37,буткемп?,2024-03-03 09:17:57,,8,87.33333333333333,0,0,0,1,0,0,0,0
615,615,323051.0,2024-03-03 07:50:37,урааа,2024-03-03 09:18:21,,5,87.73333333333333,0,0,0,1,0,0,0,0
616,616,323051.0,2024-03-03 07:50:37,урааа победа,2024-03-03 09:18:39,,12,88.03333333333333,0,0,1,0,0,0,0,0
617,617,323051.0,2024-03-03 07:50:37,28 января,2024-03-03 09:20:08,,9,89.51666666666667,0,0,0,1,0,0,0,0
618,618,323051.0,2024-03-03 07:50:37,2024-03-03T09:20:20.993Z,2024-03-03 09:20:20,,24,89.71666666666667,0,0,0,1,0,0,0,0
619,619,323051.0,2024-03-03 07:50:37,это когда ты первый раз зашел на сертификат,2024-03-03 09:20:21,,43,89.73333333333333,0,0,0,0,0,0,0,1
620,620,323051.0,2024-03-03 07:50:37,он тогда и выдался,2024-03-03 09:20:24,,18,89.78333333333333,0,0,0,0,0,0,0,1
621,621,323051.0,2024-03-03 07:50:37,с той датой,2024-03-03 09:20:26,,11,89.81666666666666,0,0,0,1,0,0,0,0
622,622,323051.0,2024-03-03 07:50:37,взаимно,2024-03-03 09:23:41,,7,93.06666666666666,0,0,0,1,0,0,0,0
623,623,323051.0,2024-03-03 07:50:37,До свидания!,2024-03-03 09:24:46,,12,94.15,1,0,0,0,0,0,0,0
624,624,323051.0,2024-03-03 07:50:37,До свидания,2024-03-03 09:24:56,,11,94.31666666666666,1,0,0,0,0,0,0,0
625,625,323051.0,2024-03-03 07:50:37,ВСЕМ УДАЧИ!!,2024-03-03 09:25:03,,12,94.43333333333334,0,0,0,0,0,0,0,1
626,628,331970.0,2024-03-10 07:50:24,privet,2024-03-10 07:52:09,,6,1.75,1,0,0,0,0,0,0,0
627,629,331970.0,2024-03-10 07:50:24,Всем здравствуйте,2024-03-10 08:00:24,,17,10.0,1,0,0,0,0,0,0,0
628,630,331970.0,2024-03-10 07:50:24,Всё отлично,2024-03-10 08:02:10,,11,11.766666666666667,0,0,1,0,0,0,0,0
629,631,331970.0,2024-03-10 07:50:24,И печально,2024-03-10 08:02:20,,10,11.933333333333334,0,0,0,0,0,0,1,0
630,632,331970.0,2024-03-10 07:50:24,у меня чат,2024-03-10 08:03:14,,10,12.833333333333334,0,0,0,1,0,0,0,0
631,633,331970.0,2024-03-10 07:50:24,у нас текстовый ноо,2024-03-10 08:03:21,,19,12.95,0,0,1,0,0,0,0,0
632,634,331970.0,2024-03-10 07:50:24,у нас мультимедия вроде,2024-03-10 08:03:36,,23,13.2,0,0,1,0,0,0,0,0
633,635,331970.0,2024-03-10 07:50:24,"да, у нас все хорошо кроме каналов",2024-03-10 08:04:42,,34,14.3,0,0,0,1,0,0,0,0
634,636,331970.0,2024-03-10 07:50:24,каналы вроде написаны правильно но не работают,2024-03-10 08:05:14,,46,14.833333333333334,0,1,0,0,0,0,0,0
635,637,331970.0,2024-03-10 07:50:24,Миша и Арсений,2024-03-10 08:05:48,,14,15.4,0,0,1,0,0,0,0,0
636,638,331970.0,2024-03-10 07:50:24,Его не будет,2024-03-10 08:06:01,,12,15.616666666666667,0,0,0,0,0,0,0,1
637,639,331970.0,2024-03-10 07:50:24,Иван значит по пунктам делать как в презентации?,2024-03-10 08:07:11,,48,16.783333333333335,0,0,0,0,0,1,0,0
638,640,331970.0,2024-03-10 07:50:24,v pycharm?,2024-03-10 08:07:16,,10,16.866666666666667,0,0,0,0,0,1,0,0
639,641,331970.0,2024-03-10 07:50:24,В реплит,2024-03-10 08:07:42,,8,17.3,0,0,0,0,0,1,0,0
640,642,331970.0,2024-03-10 07:50:24,ok,2024-03-10 08:08:13,,2,17.816666666666666,0,0,1,0,0,0,0,0
641,643,331970.0,2024-03-10 07:50:24,Иван значит что нам сейчас делать? По слайдам значит?,2024-03-10 08:10:32,,53,20.133333333333333,0,0,0,1,0,0,0,0
642,644,331970.0,2024-03-10 07:50:24,пай чарме,2024-03-10 08:11:37,,9,21.216666666666665,0,0,0,0,0,0,1,0
643,645,331970.0,2024-03-10 07:50:24,не работают каналы,2024-03-10 08:11:45,,18,21.35,0,1,0,0,0,0,0,0
644,646,331970.0,2024-03-10 07:50:24,https://discord.gg/pVB2JY4e,2024-03-10 08:11:48,,27,21.4,0,0,0,0,1,0,0,0
645,647,331970.0,2024-03-10 07:50:24,канал,2024-03-10 08:11:50,,5,21.433333333333334,0,0,0,1,0,0,0,0
646,648,331970.0,2024-03-10 07:50:24,только один канал выводится,2024-03-10 08:12:38,,27,22.23333333333333,0,1,0,0,0,0,0,0
647,649,331970.0,2024-03-10 07:50:24,Иван а что если у меня уже имеется текстовый канал game?,2024-03-10 08:13:16,,56,22.866666666666667,0,0,1,0,0,0,0,0
648,650,331970.0,2024-03-10 07:50:24,ну у нас вроде из вопросов все,2024-03-10 08:14:34,,30,24.166666666666668,0,0,1,0,0,0,0,0
649,651,331970.0,2024-03-10 07:50:24,cvjnh.,2024-03-10 08:15:32,,6,25.133333333333333,1,0,0,0,0,0,0,0
650,652,331970.0,2024-03-10 07:50:24,смотрю,2024-03-10 08:15:39,,6,25.25,0,0,0,1,0,0,0,0
651,653,331970.0,2024-03-10 07:50:24,a mojno v pycharm?,2024-03-10 08:15:55,,18,25.516666666666666,0,0,0,0,0,0,1,0
652,654,331970.0,2024-03-10 07:50:24,Всё понял,2024-03-10 08:16:20,,9,25.933333333333334,0,0,1,0,0,0,0,0
653,655,331970.0,2024-03-10 07:50:24,Иван а вот все эти слайды это надо новый файл создать в пайчарме или в старом оставить,2024-03-10 08:24:31,,86,34.11666666666667,0,0,0,1,0,0,0,0
654,656,331970.0,2024-03-10 07:50:24,Просто если в старом то уменя почти всё уже имеется,2024-03-10 08:25:08,,51,34.733333333333334,0,0,1,0,0,0,0,0
655,657,331970.0,2024-03-10 07:50:24,Так и должно быть,2024-03-10 08:25:35,,17,35.18333333333333,0,0,1,0,0,0,0,0
656,658,331970.0,2024-03-10 07:50:24,Иван у меня game работает но гиф не работает,2024-03-10 08:28:38,,44,38.23333333333333,0,0,0,1,0,0,0,0
657,659,331970.0,2024-03-10 07:50:24,работал,2024-03-10 08:29:17,,7,38.88333333333333,0,0,0,1,0,0,0,0
658,660,331970.0,2024-03-10 07:50:24,мы помучались с вами и он наконец заработал,2024-03-10 08:29:35,,43,39.18333333333333,0,0,1,0,0,0,0,0
659,661,331970.0,2024-03-10 07:50:24,da,2024-03-10 08:29:42,,2,39.3,0,0,0,1,0,0,0,0
660,662,331970.0,2024-03-10 07:50:24,ya,2024-03-10 08:29:43,,2,39.31666666666667,0,0,0,1,0,0,0,0
661,663,331970.0,2024-03-10 07:50:24,cto?,2024-03-10 08:30:00,,4,39.6,0,0,0,1,0,0,0,0
662,664,331970.0,2024-03-10 07:50:24,Я в чате моего канала пишу не работает,2024-03-10 08:31:24,,38,41.0,0,0,0,1,0,0,0,0
663,665,331970.0,2024-03-10 07:50:24,Можно ошибку отправить?,2024-03-10 08:31:39,,23,41.25,0,0,0,1,0,0,0,0
664,666,331970.0,2024-03-10 07:50:24,kto iqraet fortnite?,2024-03-10 08:32:06,,20,41.7,0,0,0,1,0,0,0,0
665,667,331970.0,2024-03-10 07:50:24,"Ignoring exception in on_message
Traceback (most recent call last):
  File ""C:\geek_schooll\pythonProject\venv\lib\site-packages\discord\client.py"", line 343, in _run_event
    await coro(*args, **kwargs)
  File ""C:\geek_schooll\pythonProject\main.py"", line 135, in on_message
    search = message.content.split()[1]
IndexError: list index out of range
Exception ignored in: <function _ProactorBasePipeTransport.__del__ at 0x000001D86D0C0AF0>
Traceback (most recent call last):
  File ""C:\Users\babaj\AppData\Local\Programs\Python\Python39\lib\asyncio\proactor_events.py"", line 116, in __del__
  File ""C:\Users\babaj\AppData\Local\Programs\Python\Python39\lib\asyncio\proactor_events.py"", line 108, in close
  File ""C:\Users\babaj\AppData\Local\Programs\Python\Python39\lib\asyncio\base_events.py"", line 751, in call_soon
  File ""C:\Users\babaj\AppData\Local\Programs\Python\Python39\lib\asyncio\base_events.py"", line 515, in _check_closed
RuntimeError: Event loop is closed

Process finished with exit code 0",2024-03-10 08:32:18,,1009,41.9,0,1,0,0,0,0,0,0
666,668,331970.0,2024-03-10 07:50:24,ne znayu,2024-03-10 08:32:27,,8,42.05,0,0,0,1,0,0,0,0
667,669,331970.0,2024-03-10 07:50:24,mena ne bilo,2024-03-10 08:32:44,,12,42.333333333333336,0,0,0,1,0,0,0,0
668,670,331970.0,2024-03-10 07:50:24,net nebilo,2024-03-10 08:32:56,,10,42.53333333333333,0,1,0,0,0,0,0,0
669,671,331970.0,2024-03-10 07:50:24,нет у нас с текстовым ботом работаем только мы с Сашей,2024-03-10 08:33:00,,54,42.6,0,1,0,0,0,0,0,0
670,672,331970.0,2024-03-10 07:50:24,Я так понял в он меседж,2024-03-10 08:33:03,,23,42.65,0,0,1,0,0,0,0,0
671,673,331970.0,2024-03-10 07:50:24,hmmmmmmm,2024-03-10 08:33:19,,8,42.91666666666666,0,0,0,1,0,0,0,0
672,674,331970.0,2024-03-10 07:50:24,gif ne rabotaet,2024-03-10 08:33:32,,15,43.13333333333333,0,1,0,0,0,0,0,0
673,675,331970.0,2024-03-10 07:50:24,HUWXVxhUZxD7PmB2uxuUBqbXOgBDG05U,2024-03-10 08:38:52,,32,48.46666666666667,0,0,0,1,0,0,0,0
674,676,331970.0,2024-03-10 07:50:24,"'api_key': '0LpSXW30QdRrm2ufx6J3Mxp5WZ2eU43R',",2024-03-10 08:38:55,,46,48.516666666666666,0,0,1,0,0,0,0,0
675,677,331970.0,2024-03-10 07:50:24,надо изменить что то я сейчас проверю,2024-03-10 08:41:05,,37,50.68333333333333,0,0,1,0,0,0,0,0
676,678,331970.0,2024-03-10 07:50:24,Иван а мне делать game2?,2024-03-10 08:42:00,,24,51.6,0,0,0,0,1,0,0,0
677,679,331970.0,2024-03-10 07:50:24,Мне кажется эта старая,2024-03-10 08:42:23,,22,51.98333333333333,0,1,0,0,0,0,0,0
678,680,331970.0,2024-03-10 07:50:24,2 minuti nazat,2024-03-10 08:42:36,,14,52.2,0,0,0,0,0,0,0,1
679,681,331970.0,2024-03-10 07:50:24,ona v 1 prezintaciyi?,2024-03-10 08:43:46,,21,53.36666666666667,1,0,0,0,0,0,0,0
680,682,331970.0,2024-03-10 07:50:24,это всё в он меседж,2024-03-10 08:46:19,,19,55.91666666666666,0,0,1,0,0,0,0,0
681,683,331970.0,2024-03-10 07:50:24,только первые 4 строчки,2024-03-10 08:46:38,,23,56.23333333333333,0,0,1,0,0,0,0,0
682,684,331970.0,2024-03-10 07:50:24,всё хорошо,2024-03-10 08:46:52,,10,56.46666666666667,0,0,0,1,0,0,0,0
683,685,331970.0,2024-03-10 07:50:24,async def play_game2(channel):   ya tut mesto channel doljen adres chata napisat?,2024-03-10 08:49:09,,81,58.75,0,0,0,0,1,0,0,0
684,686,331970.0,2024-03-10 07:50:24,no u mena tam osibka,2024-03-10 08:50:17,,20,59.88333333333333,0,0,0,0,0,0,0,1
685,687,331970.0,2024-03-10 07:50:24,create parameter or create function ? У меня красным гем2,2024-03-10 08:50:30,,57,60.1,0,0,0,1,0,0,0,0
686,688,331970.0,2024-03-10 07:50:24,"я пишу 1,5,6 а Саша остальное. я уже написал, но у меня пока без таблицы и базы данных ничего не работает. жду Сашу",2024-03-10 08:57:54,,115,67.5,0,1,0,0,0,0,0,0
687,689,331970.0,2024-03-10 07:50:24,все ок,2024-03-10 08:58:46,,6,68.36666666666666,0,0,1,0,0,0,0,0
688,690,331970.0,2024-03-10 07:50:24,ya tut,2024-03-10 09:13:06,,6,82.7,0,0,0,0,0,0,1,0
689,691,331970.0,2024-03-10 07:50:24,net,2024-03-10 09:13:13,,3,82.81666666666666,0,0,0,0,1,0,0,0
690,692,331970.0,2024-03-10 07:50:24,ya ne dopisal,2024-03-10 09:13:27,,13,83.05,0,0,0,1,0,0,0,0
691,693,331970.0,2024-03-10 07:50:24,sleduysiy urok posledniy?,2024-03-10 09:13:53,,25,83.48333333333333,0,0,0,1,0,0,0,0
692,694,331970.0,2024-03-10 07:50:24,s lubim?,2024-03-10 09:14:11,,8,83.78333333333333,0,0,0,0,0,0,1,0
693,695,331970.0,2024-03-10 07:50:24,calculator,2024-03-10 09:15:32,,10,85.13333333333334,0,0,1,0,0,0,0,0
694,696,331970.0,2024-03-10 07:50:24,on uje qotov,2024-03-10 09:15:53,,12,85.48333333333333,0,0,0,1,0,0,0,0
695,697,331970.0,2024-03-10 07:50:24,eto saydot?,2024-03-10 09:21:17,,11,90.88333333333334,0,0,0,1,0,0,0,0
696,698,331970.0,2024-03-10 07:50:24,"print ('Приветствуем вас в калькуляторе Python')
q1 = int (input('Введите число 1: '))
q2 = int (input('Введите число 2: '))

v = int (input('Какую операцию вы хотите выполнить? \n 1 Сложение \n 2 Вычитание \n 3 Деление \n 4 Умножение \n'))

if v == 1:
    r = q1 + q2
    p = 'сложения'
    t = p
if v == 2:
    r = q1 - q2
    l = 'вычитания'
    t = l
if v == 3:
    r = float(q1 / q2)
    m = 'деления'
    t = m
if v == 4:
    r = q1 * q2
    n = 'умножения'
    t = n
print ('Результат ',t,' = ',r)",2024-03-10 09:21:18,,504,90.9,1,0,0,0,0,0,0,0
697,699,331970.0,2024-03-10 07:50:24,hmmmm,2024-03-10 09:21:45,,5,91.35,0,0,0,1,0,0,0,0
698,700,331970.0,2024-03-10 07:50:24,Всё понятно на следующем уроке будет проект,2024-03-10 09:21:51,,43,91.45,0,0,1,0,0,0,0,0
699,701,331970.0,2024-03-10 07:50:24,А можно брать старые проекты?,2024-03-10 09:22:11,,29,91.78333333333332,0,0,0,1,0,0,0,0
700,702,331970.0,2024-03-10 07:50:24,cto mne zdelat?,2024-03-10 09:22:35,,15,92.18333333333334,0,0,0,1,0,0,0,0
701,703,331970.0,2024-03-10 07:50:24,ya ne uslisal,2024-03-10 09:22:40,,13,92.26666666666668,0,1,0,0,0,0,0,0
702,704,331970.0,2024-03-10 07:50:24,xoroso,2024-03-10 09:22:52,,6,92.46666666666668,0,0,0,0,0,0,1,0
703,705,331970.0,2024-03-10 07:50:24,no on rabotaet,2024-03-10 09:22:58,,14,92.56666666666666,0,0,0,1,0,0,0,0
704,706,331970.0,2024-03-10 07:50:24,конечно,2024-03-10 09:23:30,,7,93.1,0,0,1,0,0,0,0,0
705,707,331970.0,2024-03-10 07:50:24,bivayut no ya za 30 minut vso delayu,2024-03-10 09:23:59,,36,93.58333333333331,0,0,0,0,0,0,0,1
706,708,331970.0,2024-03-10 07:50:24,splu smotru anime,2024-03-10 09:24:45,,17,94.35,0,0,0,0,0,1,0,0
707,709,331970.0,2024-03-10 07:50:24,ya vso bistro delayu,2024-03-10 09:25:05,,20,94.68333333333334,0,0,0,0,0,0,0,1
708,710,331970.0,2024-03-10 07:50:24,neeeeet,2024-03-10 09:25:08,,7,94.73333333333332,0,0,0,1,0,0,0,0
709,711,331970.0,2024-03-10 07:50:24,sliskom malo,2024-03-10 09:25:13,,12,94.81666666666666,0,1,0,0,0,0,0,0
710,712,331970.0,2024-03-10 07:50:24,Ладно спасибо всем и удачи всем.,2024-03-10 09:25:14,,32,94.83333333333331,0,0,0,0,1,0,0,0
711,713,331970.0,2024-03-10 07:50:24,Ну давайте,2024-03-10 09:25:34,,10,95.16666666666669,0,0,0,1,0,0,0,0
712,714,331970.0,2024-03-10 07:50:24,"у меня не особо получаетс я с базой данных,можем тоо что есть",2024-03-10 09:26:25,,61,96.01666666666668,0,0,0,1,0,0,0,0
713,715,331970.0,2024-03-10 07:50:24,щассс,2024-03-10 09:26:28,,5,96.06666666666666,1,0,0,0,0,0,0,0
714,716,331970.0,2024-03-10 07:50:24,https://discord.gg/GFyyTx6U,2024-03-10 09:28:03,,27,97.65,0,0,0,0,1,0,0,0
715,717,331970.0,2024-03-10 07:50:24,"У меня новый компьютер, и мои старые проекты исчезли. У вас есть проект для меня?",2024-03-10 09:28:58,,81,98.56666666666666,0,1,0,0,0,0,0,0
716,718,331970.0,2024-03-10 07:50:24,ya moqu calculator pokazat,2024-03-10 09:29:33,,26,99.15,0,0,0,0,1,0,0,0
717,719,331970.0,2024-03-10 07:50:24,on otlicno rabotaet,2024-03-10 09:29:44,,19,99.33333333333331,0,0,1,0,0,0,0,0
718,720,331970.0,2024-03-10 07:50:24,базу данных пишет сша,2024-03-10 09:31:53,,21,101.48333333333332,0,0,1,0,0,0,0,0
719,721,331970.0,2024-03-10 07:50:24,саша,2024-03-10 09:31:55,,4,101.51666666666668,0,0,0,1,0,0,0,0
720,722,331970.0,2024-03-10 07:50:24,саша мне отправил код сейчвс все сделаю,2024-03-10 09:33:19,,39,102.91666666666669,0,0,1,0,0,0,0,0
721,723,331970.0,2024-03-10 07:50:24,okazat?,2024-03-10 09:33:47,,7,103.38333333333334,0,0,0,0,0,1,0,0
722,724,331970.0,2024-03-10 07:50:24,спасибо и до встречи,2024-03-10 09:33:55,,20,103.51666666666668,1,0,0,0,0,0,0,0
723,725,331970.0,2024-03-10 07:50:24,щас,2024-03-10 09:34:10,,3,103.76666666666668,1,0,0,0,0,0,0,0
724,726,331970.0,2024-03-10 07:50:24,"import sqlite3
conn = sqlite3.connect('./db.sqlite')
cur = conn.cursor()
exp = 45 # Начальное значение опыта для 1-го уровня
all = 0
for lvl in range(101): # Формируем таблицу для 100 уровней
 all += exp+10*lvl # Формула расчета опыта для следующего уровня
 cur.execute(""insert into experience values(?,?)"", (lvl, all)) # заполняем таблицу
conn.commit()
conn.close()

if 6 < len(message.content) < 800:
    executeScript(f""update users set exp = exp + {len(message.content) // 6} where id =
                     {message.author.id}"")",2024-03-10 09:34:23,,533,103.98333333333332,0,0,1,0,0,0,0,0
725,727,331970.0,2024-03-10 07:50:24,3 стр,2024-03-10 09:34:36,,5,104.2,0,0,0,1,0,0,0,0
726,728,331970.0,2024-03-10 07:50:24,так и должно быть?,2024-03-10 09:34:45,,18,104.35,0,0,1,0,0,0,0,0
727,729,331970.0,2024-03-10 07:50:24,sqlite3.connect('./db.sqlite'),2024-03-10 09:35:52,,30,105.46666666666668,0,0,1,0,0,0,0,0
728,730,331970.0,2024-03-10 07:50:24,не юоно подозрительно выглядит,2024-03-10 09:36:30,,30,106.1,0,0,0,1,0,0,0,0
729,731,331970.0,2024-03-10 07:50:24,будто перед точкой что то вписать надо,2024-03-10 09:36:58,,38,106.56666666666666,0,0,0,1,0,0,0,0
730,732,331970.0,2024-03-10 07:50:24,досвидания,2024-03-10 09:38:40,,10,108.26666666666668,1,0,0,0,0,0,0,0
731,733,331970.0,2024-03-10 07:50:24,poka,2024-03-10 09:38:42,,4,108.3,1,0,0,0,0,0,0,0
732,734,331970.0,2024-03-10 07:50:24,poka,2024-03-10 09:38:44,,4,108.33333333333331,1,0,0,0,0,0,0,0
733,735,331970.0,2024-03-10 07:50:24,пока,2024-03-10 09:38:47,,4,108.38333333333334,1,0,0,0,0,0,0,0
734,736,331971.0,2024-03-17 07:00:38,vsem privet,2024-03-17 07:52:12,,11,51.56666666666667,0,0,0,0,0,0,0,1
735,737,331971.0,2024-03-17 07:00:38,првиет,2024-03-17 07:52:42,,6,52.06666666666667,0,0,1,0,0,0,0,0
736,738,331971.0,2024-03-17 07:00:38,страшна,2024-03-17 08:00:58,,7,60.333333333333336,0,0,0,0,0,0,1,0
737,739,331971.0,2024-03-17 07:00:38,здрасьте,2024-03-17 08:01:21,,8,60.71666666666667,1,0,0,0,0,0,0,0
738,740,331971.0,2024-03-17 07:00:38,здравстувуйте,2024-03-17 08:01:23,,13,60.75,1,0,0,0,0,0,0,0
739,741,331971.0,2024-03-17 07:00:38,ploxo,2024-03-17 08:02:14,,5,61.6,0,1,0,0,0,0,0,0
740,742,331971.0,2024-03-17 07:00:38,волнительно,2024-03-17 08:02:21,,11,61.71666666666667,0,0,0,0,0,0,1,0
741,743,331971.0,2024-03-17 07:00:38,Грустно последний урок,2024-03-17 08:02:21,,22,61.71666666666667,0,0,0,1,0,0,0,0
742,744,331971.0,2024-03-17 07:00:38,так себе,2024-03-17 08:02:26,,8,61.8,0,0,0,1,0,0,0,0
743,745,331971.0,2024-03-17 07:00:38,xorosaya,2024-03-17 08:02:30,,8,61.86666666666667,0,0,0,0,0,0,1,0
744,746,331971.0,2024-03-17 07:00:38,плохая погода,2024-03-17 08:02:31,,13,61.88333333333333,0,0,1,0,0,0,0,0
745,747,331971.0,2024-03-17 07:00:38,погода солнечная немного пасмурно,2024-03-17 08:02:42,,33,62.06666666666667,0,0,0,1,0,0,0,0
746,748,331971.0,2024-03-17 07:00:38,вас не видно,2024-03-17 08:02:44,,12,62.1,0,0,0,1,0,0,0,0
747,749,331971.0,2024-03-17 07:00:38,ocin jarko,2024-03-17 08:02:49,,10,62.18333333333333,0,0,0,0,0,0,1,0
748,750,331971.0,2024-03-17 07:00:38,vidno,2024-03-17 08:02:53,,5,62.25,0,0,1,0,0,0,0,0
749,751,331971.0,2024-03-17 07:00:38,вмне видно,2024-03-17 08:02:55,,10,62.28333333333333,0,0,1,0,0,0,0,0
750,752,331971.0,2024-03-17 07:00:38,о видно,2024-03-17 08:02:56,,7,62.3,0,0,1,0,0,0,0,0
751,753,331971.0,2024-03-17 07:00:38,теперь да,2024-03-17 08:03:00,,9,62.36666666666667,0,0,1,0,0,0,0,0
752,754,331971.0,2024-03-17 07:00:38,у меня вобше тетрис,2024-03-17 08:03:21,,19,62.71666666666667,0,0,0,0,0,0,1,0
753,755,331971.0,2024-03-17 07:00:38,u menya calculator,2024-03-17 08:03:28,,18,62.833333333333336,0,0,1,0,0,0,0,0
754,756,331971.0,2024-03-17 07:00:38,харош,2024-03-17 08:03:41,,5,63.05,0,0,0,0,0,0,1,0
755,757,331971.0,2024-03-17 07:00:38,норм,2024-03-17 08:03:50,,4,63.2,0,0,1,0,0,0,0,0
756,758,331971.0,2024-03-17 07:00:38,ya kuca raz ucastvoval v raznix miropriyatey tak sto mne norm,2024-03-17 08:04:20,,61,63.7,0,0,0,1,0,0,0,0
757,759,331971.0,2024-03-17 07:00:38,я тож только по урниру по боксу,2024-03-17 08:05:06,,31,64.46666666666667,0,0,0,1,0,0,0,0
758,760,331971.0,2024-03-17 07:00:38,А я не первый раз презентую проекты,2024-03-17 08:05:11,,35,64.55,0,0,0,1,0,0,0,0
759,761,331971.0,2024-03-17 07:00:38,v skole pel v xore iqral rol starika i kakoqo to malcika,2024-03-17 08:05:19,,56,64.68333333333334,0,0,1,0,0,0,0,0
760,762,331971.0,2024-03-17 07:00:38,2-3,2024-03-17 08:06:15,,3,65.61666666666666,0,0,0,1,0,0,0,0
761,763,331971.0,2024-03-17 07:00:38,я знаю,2024-03-17 08:06:48,,6,66.16666666666667,0,0,1,0,0,0,0,0
762,764,331971.0,2024-03-17 07:00:38,wooow,2024-03-17 08:06:57,,5,66.31666666666666,0,0,0,1,0,0,0,0
763,765,331971.0,2024-03-17 07:00:38,мы на высоте,2024-03-17 08:07:13,,12,66.58333333333333,0,0,1,0,0,0,0,0
764,766,331971.0,2024-03-17 07:00:38,aqa,2024-03-17 08:07:22,,3,66.73333333333333,0,0,0,1,0,0,0,0
765,767,331971.0,2024-03-17 07:00:38,по моем убольше 7 биб,2024-03-17 08:07:26,,21,66.8,0,0,1,0,0,0,0,0
766,768,331971.0,2024-03-17 07:00:38,dla koqo?,2024-03-17 08:07:56,,9,67.3,0,0,0,1,0,0,0,0
767,769,331971.0,2024-03-17 07:00:38,круто хорошо,2024-03-17 08:08:07,,12,67.48333333333333,0,0,0,1,0,0,0,0
768,770,331971.0,2024-03-17 07:00:38,o net pisat na ruskom,2024-03-17 08:08:23,,21,67.75,0,0,0,0,1,0,0,0
769,771,331971.0,2024-03-17 07:00:38,а если не грузит,2024-03-17 08:08:54,,16,68.26666666666667,0,0,1,0,0,0,0,0
